id,user,local,device,day,hour,type,model,value
"5a149c9037a0a30484f9560e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:17","corrente","sct-013","0.52"
"5a149c9537a0a30484f9560f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:22","corrente","sct-013","0.47"
"5a149c9a37a0a30484f95610","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:27","corrente","sct-013","0.48"
"5a149c9f37a0a30484f95611","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:32","corrente","sct-013","0.54"
"5a149ca437a0a30484f95612","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:37","corrente","sct-013","0.41"
"5a149ca937a0a30484f95613","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:43","corrente","sct-013","0.33"
"5a149cae37a0a30484f95614","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:48","corrente","sct-013","0.59"
"5a149cb337a0a30484f95615","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:53","corrente","sct-013","0.54"
"5a149cb937a0a30484f95616","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:47:58","corrente","sct-013","0.3"
"5a149cbe37a0a30484f95617","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:03","corrente","sct-013","0.48"
"5a149cc337a0a30484f95618","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:08","corrente","sct-013","0.55"
"5a149cc837a0a30484f95619","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:13","corrente","sct-013","0.38"
"5a149ccd37a0a30484f9561a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:18","corrente","sct-013","0.57"
"5a149cd237a0a30484f9561b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:23","corrente","sct-013","0.36"
"5a149cd737a0a30484f9561c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:29","corrente","sct-013","0.37"
"5a149cdc37a0a30484f9561d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:34","corrente","sct-013","0.41"
"5a149ce137a0a30484f9561e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:39","corrente","sct-013","0.41"
"5a149ce737a0a30484f9561f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:44","corrente","sct-013","0.37"
"5a149cec37a0a30484f95620","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:49","corrente","sct-013","0.36"
"5a149cf137a0a30484f95621","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:54","corrente","sct-013","0.36"
"5a149cf637a0a30484f95622","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:48:59","corrente","sct-013","0.54"
"5a149cfb37a0a30484f95623","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:04","corrente","sct-013","0.34"
"5a149d0037a0a30484f95624","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:10","corrente","sct-013","0.48"
"5a149d0537a0a30484f95625","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:15","corrente","sct-013","0.6"
"5a149d0a37a0a30484f95626","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:20","corrente","sct-013","0.31"
"5a149d0f37a0a30484f95627","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:25","corrente","sct-013","0.38"
"5a149d1537a0a30484f95628","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:30","corrente","sct-013","0.56"
"5a149d1a37a0a30484f95629","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:35","corrente","sct-013","0.39"
"5a149d1f37a0a30484f9562a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:40","corrente","sct-013","0.54"
"5a149d2437a0a30484f9562b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:45","corrente","sct-013","0.57"
"5a149d2937a0a30484f9562c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:50","corrente","sct-013","0.33"
"5a149d2e37a0a30484f9562d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:49:56","corrente","sct-013","0.48"
"5a149d3337a0a30484f9562e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:01","corrente","sct-013","0.41"
"5a149d3837a0a30484f9562f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:06","corrente","sct-013","0.55"
"5a149d3e37a0a30484f95630","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:11","corrente","sct-013","0.56"
"5a149d4337a0a30484f95631","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:16","corrente","sct-013","0.43"
"5a149d4837a0a30484f95632","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:21","corrente","sct-013","0.36"
"5a149d4d37a0a30484f95633","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:26","corrente","sct-013","0.45"
"5a149d5237a0a30484f95634","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:31","corrente","sct-013","0.38"
"5a149d5737a0a30484f95635","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:36","corrente","sct-013","0.32"
"5a149d5c37a0a30484f95636","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:42","corrente","sct-013","0.48"
"5a149d6137a0a30484f95637","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:47","corrente","sct-013","0.53"
"5a149d6637a0a30484f95638","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:52","corrente","sct-013","0.51"
"5a149d6c37a0a30484f95639","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:50:57","corrente","sct-013","0.56"
"5a149d7137a0a30484f9563a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:02","corrente","sct-013","0.31"
"5a149d7637a0a30484f9563b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:07","corrente","sct-013","0.46"
"5a149d7b37a0a30484f9563c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:12","corrente","sct-013","0.41"
"5a149d8037a0a30484f9563d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:17","corrente","sct-013","0.38"
"5a149d8537a0a30484f9563e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:23","corrente","sct-013","0.33"
"5a149d8a37a0a30484f9563f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:28","corrente","sct-013","0.58"
"5a149d8f37a0a30484f95640","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:33","corrente","sct-013","0.57"
"5a149d9537a0a30484f95641","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:38","corrente","sct-013","0.38"
"5a149d9a37a0a30484f95642","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:43","corrente","sct-013","0.55"
"5a149d9f37a0a30484f95643","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:48","corrente","sct-013","0.44"
"5a149da437a0a30484f95644","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:53","corrente","sct-013","0.51"
"5a149da937a0a30484f95645","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:51:58","corrente","sct-013","0.42"
"5a149dae37a0a30484f95646","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:04","corrente","sct-013","0.53"
"5a149db337a0a30484f95647","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:09","corrente","sct-013","0.36"
"5a149db837a0a30484f95648","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:14","corrente","sct-013","0.38"
"5a149dbe37a0a30484f95649","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:19","corrente","sct-013","0.52"
"5a149dc337a0a30484f9564a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:24","corrente","sct-013","0.57"
"5a149dc837a0a30484f9564b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:29","corrente","sct-013","0.58"
"5a149dcd37a0a30484f9564c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:34","corrente","sct-013","0.52"
"5a149dd237a0a30484f9564d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:39","corrente","sct-013","0.32"
"5a149dd737a0a30484f9564e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:45","corrente","sct-013","0.43"
"5a149ddc37a0a30484f9564f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:50","corrente","sct-013","0.49"
"5a149de137a0a30484f95650","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:52:55","corrente","sct-013","0.43"
"5a149de737a0a30484f95651","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:00","corrente","sct-013","0.39"
"5a149dec37a0a30484f95652","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:05","corrente","sct-013","0.34"
"5a149df137a0a30484f95653","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:10","corrente","sct-013","0.42"
"5a149df637a0a30484f95654","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:15","corrente","sct-013","0.58"
"5a149dfb37a0a30484f95655","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:20","corrente","sct-013","0.31"
"5a149e0037a0a30484f95656","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:25","corrente","sct-013","0.39"
"5a149e0537a0a30484f95657","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:31","corrente","sct-013","0.52"
"5a149e0a37a0a30484f95658","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:36","corrente","sct-013","0.59"
"5a149e0f37a0a30484f95659","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:41","corrente","sct-013","0.36"
"5a149e1537a0a30484f9565a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:46","corrente","sct-013","0.6"
"5a149e1a37a0a30484f9565b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:51","corrente","sct-013","0.31"
"5a149e1f37a0a30484f9565c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:53:56","corrente","sct-013","0.4"
"5a149e2437a0a30484f9565d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:01","corrente","sct-013","0.55"
"5a149e2937a0a30484f9565e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:06","corrente","sct-013","0.58"
"5a149e2e37a0a30484f9565f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:12","corrente","sct-013","0.59"
"5a149e3337a0a30484f95660","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:17","corrente","sct-013","0.35"
"5a149e3837a0a30484f95661","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:22","corrente","sct-013","0.51"
"5a149e3d37a0a30484f95662","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:27","corrente","sct-013","0.44"
"5a149e4337a0a30484f95663","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:32","corrente","sct-013","0.3"
"5a149e4837a0a30484f95664","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:37","corrente","sct-013","0.45"
"5a149e4d37a0a30484f95665","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:42","corrente","sct-013","0.51"
"5a149e5237a0a30484f95666","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:47","corrente","sct-013","0.58"
"5a149e5737a0a30484f95667","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:53","corrente","sct-013","0.32"
"5a149e5c37a0a30484f95668","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:54:58","corrente","sct-013","0.36"
"5a149e6137a0a30484f95669","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:03","corrente","sct-013","0.44"
"5a149e6637a0a30484f9566a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:08","corrente","sct-013","0.57"
"5a149e6c37a0a30484f9566b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:13","corrente","sct-013","0.38"
"5a149e7137a0a30484f9566c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:18","corrente","sct-013","0.31"
"5a149e7637a0a30484f9566d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:23","corrente","sct-013","0.42"
"5a149e7b37a0a30484f9566e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:28","corrente","sct-013","0.38"
"5a149e8037a0a30484f9566f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:33","corrente","sct-013","0.6"
"5a149e8537a0a30484f95670","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:39","corrente","sct-013","0.54"
"5a149e8a37a0a30484f95671","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:44","corrente","sct-013","0.56"
"5a149e8f37a0a30484f95672","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:49","corrente","sct-013","0.48"
"5a149e9537a0a30484f95673","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:54","corrente","sct-013","0.43"
"5a149e9a37a0a30484f95674","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:55:59","corrente","sct-013","0.6"
"5a149e9f37a0a30484f95675","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:04","corrente","sct-013","0.39"
"5a149ea437a0a30484f95676","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:09","corrente","sct-013","0.49"
"5a149ea937a0a30484f95677","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:14","corrente","sct-013","0.3"
"5a149eae37a0a30484f95678","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:20","corrente","sct-013","0.59"
"5a149eb337a0a30484f95679","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:25","corrente","sct-013","0.39"
"5a149eb837a0a30484f9567a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:30","corrente","sct-013","0.32"
"5a149ebe37a0a30484f9567b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:35","corrente","sct-013","0.48"
"5a149ec337a0a30484f9567c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:40","corrente","sct-013","0.31"
"5a149ec837a0a30484f9567d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:45","corrente","sct-013","0.41"
"5a149ecd37a0a30484f9567e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:50","corrente","sct-013","0.37"
"5a149ed237a0a30484f9567f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:56:55","corrente","sct-013","0.55"
"5a149ed737a0a30484f95680","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:01","corrente","sct-013","0.53"
"5a149edc37a0a30484f95681","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:06","corrente","sct-013","0.42"
"5a149ee137a0a30484f95682","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:11","corrente","sct-013","0.37"
"5a149ee637a0a30484f95683","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:16","corrente","sct-013","0.41"
"5a149eec37a0a30484f95684","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:21","corrente","sct-013","0.57"
"5a149ef137a0a30484f95685","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:26","corrente","sct-013","0.43"
"5a149ef637a0a30484f95686","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:31","corrente","sct-013","0.52"
"5a149efb37a0a30484f95687","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:36","corrente","sct-013","0.42"
"5a149f0037a0a30484f95688","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:41","corrente","sct-013","0.49"
"5a149f0537a0a30484f95689","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:47","corrente","sct-013","0.55"
"5a149f0a37a0a30484f9568a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:52","corrente","sct-013","0.5"
"5a149f0f37a0a30484f9568b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:57:57","corrente","sct-013","0.33"
"5a149f1537a0a30484f9568c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:02","corrente","sct-013","0.33"
"5a149f1a37a0a30484f9568d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:07","corrente","sct-013","0.52"
"5a149f1f37a0a30484f9568e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:12","corrente","sct-013","0.5"
"5a149f2437a0a30484f9568f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:17","corrente","sct-013","0.35"
"5a149f2937a0a30484f95690","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:22","corrente","sct-013","0.41"
"5a149f2e37a0a30484f95691","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:27","corrente","sct-013","0.32"
"5a149f3337a0a30484f95692","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:33","corrente","sct-013","0.58"
"5a149f3837a0a30484f95693","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:38","corrente","sct-013","0.5"
"5a149f3d37a0a30484f95694","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:43","corrente","sct-013","0.41"
"5a149f4337a0a30484f95695","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:48","corrente","sct-013","0.42"
"5a149f4837a0a30484f95696","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:53","corrente","sct-013","0.37"
"5a149f4d37a0a30484f95697","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:58:58","corrente","sct-013","0.39"
"5a149f5237a0a30484f95698","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:03","corrente","sct-013","0.36"
"5a149f5737a0a30484f95699","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:09","corrente","sct-013","0.34"
"5a149f5c37a0a30484f9569a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:14","corrente","sct-013","0.46"
"5a149f6137a0a30484f9569b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:19","corrente","sct-013","0.56"
"5a149f6737a0a30484f9569c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:24","corrente","sct-013","0.55"
"5a149f6c37a0a30484f9569d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:29","corrente","sct-013","0.33"
"5a149f7137a0a30484f9569e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:34","corrente","sct-013","0.46"
"5a149f7637a0a30484f9569f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:39","corrente","sct-013","0.34"
"5a149f7b37a0a30484f956a0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:44","corrente","sct-013","0.52"
"5a149f8037a0a30484f956a1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:50","corrente","sct-013","0.38"
"5a149f8537a0a30484f956a2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","01:59:55","corrente","sct-013","0.33"
"5a149f8a37a0a30484f956a3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:00","corrente","sct-013","0.58"
"5a149f9037a0a30484f956a4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:05","corrente","sct-013","0.48"
"5a149f9537a0a30484f956a5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:10","corrente","sct-013","0.57"
"5a149f9a37a0a30484f956a6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:15","corrente","sct-013","0.5"
"5a149f9f37a0a30484f956a7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:20","corrente","sct-013","0.33"
"5a149fa437a0a30484f956a8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:25","corrente","sct-013","0.46"
"5a149fa937a0a30484f956a9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:30","corrente","sct-013","0.47"
"5a149fae37a0a30484f956aa","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:36","corrente","sct-013","0.44"
"5a149fb337a0a30484f956ab","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:41","corrente","sct-013","0.42"
"5a149fb837a0a30484f956ac","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:46","corrente","sct-013","0.43"
"5a149fbe37a0a30484f956ad","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:51","corrente","sct-013","0.55"
"5a149fc337a0a30484f956ae","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:00:56","corrente","sct-013","0.5"
"5a149fc837a0a30484f956af","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:01","corrente","sct-013","0.4"
"5a149fcd37a0a30484f956b0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:06","corrente","sct-013","0.37"
"5a149fd237a0a30484f956b1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:11","corrente","sct-013","0.5"
"5a149fd737a0a30484f956b2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:17","corrente","sct-013","0.42"
"5a149fdc37a0a30484f956b3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:22","corrente","sct-013","0.4"
"5a149fe137a0a30484f956b4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:27","corrente","sct-013","0.59"
"5a149fe637a0a30484f956b5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:32","corrente","sct-013","0.46"
"5a149fec37a0a30484f956b6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:37","corrente","sct-013","0.43"
"5a149ff137a0a30484f956b7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:42","corrente","sct-013","0.53"
"5a149ff637a0a30484f956b8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:47","corrente","sct-013","0.36"
"5a149ffb37a0a30484f956b9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:52","corrente","sct-013","0.52"
"5a14a00037a0a30484f956ba","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:01:57","corrente","sct-013","0.57"
"5a14a00537a0a30484f956bb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:03","corrente","sct-013","0.6"
"5a14a00a37a0a30484f956bc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:08","corrente","sct-013","0.32"
"5a14a00f37a0a30484f956bd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:13","corrente","sct-013","0.55"
"5a14a01537a0a30484f956be","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:18","corrente","sct-013","0.32"
"5a14a01a37a0a30484f956bf","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:23","corrente","sct-013","0.56"
"5a14a01f37a0a30484f956c0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:28","corrente","sct-013","0.55"
"5a14a02437a0a30484f956c1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:33","corrente","sct-013","0.36"
"5a14a02937a0a30484f956c2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:38","corrente","sct-013","0.56"
"5a14a02e37a0a30484f956c3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:44","corrente","sct-013","0.59"
"5a14a03337a0a30484f956c4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:49","corrente","sct-013","0.46"
"5a14a03837a0a30484f956c5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:54","corrente","sct-013","0.42"
"5a14a03e37a0a30484f956c6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:02:59","corrente","sct-013","0.43"
"5a14a04337a0a30484f956c7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:04","corrente","sct-013","0.55"
"5a14a04837a0a30484f956c8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:09","corrente","sct-013","0.45"
"5a14a04d37a0a30484f956c9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:14","corrente","sct-013","0.54"
"5a14a05237a0a30484f956ca","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:19","corrente","sct-013","0.41"
"5a14a05737a0a30484f956cb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:25","corrente","sct-013","0.57"
"5a14a05c37a0a30484f956cc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:30","corrente","sct-013","0.43"
"5a14a06137a0a30484f956cd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:35","corrente","sct-013","0.33"
"5a14a06637a0a30484f956ce","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:40","corrente","sct-013","0.38"
"5a14a06c37a0a30484f956cf","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:45","corrente","sct-013","0.31"
"5a14a07137a0a30484f956d0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:50","corrente","sct-013","0.6"
"5a14a07637a0a30484f956d1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:03:55","corrente","sct-013","0.44"
"5a14a07b37a0a30484f956d2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:00","corrente","sct-013","0.59"
"5a14a08037a0a30484f956d3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:05","corrente","sct-013","0.53"
"5a14a08537a0a30484f956d4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:11","corrente","sct-013","0.41"
"5a14a08a37a0a30484f956d5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:16","corrente","sct-013","0.48"
"5a14a08f37a0a30484f956d6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:21","corrente","sct-013","0.49"
"5a14a09537a0a30484f956d7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:26","corrente","sct-013","0.4"
"5a14a09a37a0a30484f956d8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:31","corrente","sct-013","0.51"
"5a14a09f37a0a30484f956d9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:36","corrente","sct-013","0.59"
"5a14a0a437a0a30484f956da","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:41","corrente","sct-013","0.41"
"5a14a0a937a0a30484f956db","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:46","corrente","sct-013","0.55"
"5a14a0ae37a0a30484f956dc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:52","corrente","sct-013","0.44"
"5a14a0b337a0a30484f956dd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:04:57","corrente","sct-013","0.41"
"5a14a0b837a0a30484f956de","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","02:05:02","corrente","sct-013","0.37"
