id,user,local,device,day,hour,type,model,value
"5a15105337a0a30484f96c86","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:13","corrente","sct-013","0.33"
"5a15105837a0a30484f96c87","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:18","corrente","sct-013","0.33"
"5a15105d37a0a30484f96c88","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:23","corrente","sct-013","0.47"
"5a15106337a0a30484f96c89","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:29","corrente","sct-013","0.38"
"5a15106837a0a30484f96c8a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:34","corrente","sct-013","0.49"
"5a15106d37a0a30484f96c8b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:39","corrente","sct-013","0.33"
"5a15107237a0a30484f96c8c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:44","corrente","sct-013","0.54"
"5a15107737a0a30484f96c8d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:49","corrente","sct-013","0.58"
"5a15107c37a0a30484f96c8e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:01:55","corrente","sct-013","0.46"
"5a15108237a0a30484f96c8f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:00","corrente","sct-013","0.38"
"5a15108737a0a30484f96c90","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:05","corrente","sct-013","0.55"
"5a15108c37a0a30484f96c91","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:10","corrente","sct-013","0.53"
"5a15109137a0a30484f96c92","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:15","corrente","sct-013","0.32"
"5a15109637a0a30484f96c93","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:20","corrente","sct-013","0.6"
"5a15109b37a0a30484f96c94","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:26","corrente","sct-013","0.52"
"5a1510a137a0a30484f96c95","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:31","corrente","sct-013","0.49"
"5a1510a637a0a30484f96c96","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:36","corrente","sct-013","0.41"
"5a1510ab37a0a30484f96c97","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:41","corrente","sct-013","0.44"
"5a1510b037a0a30484f96c98","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:46","corrente","sct-013","0.51"
"5a1510b537a0a30484f96c99","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:51","corrente","sct-013","0.47"
"5a1510ba37a0a30484f96c9a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:02:57","corrente","sct-013","0.46"
"5a1510c037a0a30484f96c9b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:02","corrente","sct-013","0.59"
"5a1510c537a0a30484f96c9c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:07","corrente","sct-013","0.48"
"5a1510ca37a0a30484f96c9d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:12","corrente","sct-013","0.41"
"5a1510cf37a0a30484f96c9e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:17","corrente","sct-013","0.32"
"5a1510d437a0a30484f96c9f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:22","corrente","sct-013","0.42"
"5a1510d937a0a30484f96ca0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:28","corrente","sct-013","0.4"
"5a1510df37a0a30484f96ca1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:33","corrente","sct-013","0.53"
"5a1510e437a0a30484f96ca2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:38","corrente","sct-013","0.47"
"5a1510e937a0a30484f96ca3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:43","corrente","sct-013","0.5"
"5a1510ee37a0a30484f96ca4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:48","corrente","sct-013","0.45"
"5a1510f437a0a30484f96ca5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:53","corrente","sct-013","0.53"
"5a1510f937a0a30484f96ca6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:03:59","corrente","sct-013","0.51"
"5a1510fe37a0a30484f96ca7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:04","corrente","sct-013","0.46"
"5a15110337a0a30484f96ca8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:09","corrente","sct-013","0.36"
"5a15110837a0a30484f96ca9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:14","corrente","sct-013","0.55"
"5a15110d37a0a30484f96caa","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:20","corrente","sct-013","0.57"
"5a15111337a0a30484f96cab","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:25","corrente","sct-013","0.34"
"5a15111837a0a30484f96cac","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:30","corrente","sct-013","0.51"
"5a15111d37a0a30484f96cad","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:35","corrente","sct-013","0.38"
"5a15112237a0a30484f96cae","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:40","corrente","sct-013","0.31"
"5a15112737a0a30484f96caf","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:45","corrente","sct-013","0.55"
"5a15112c37a0a30484f96cb0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:51","corrente","sct-013","0.44"
"5a15113237a0a30484f96cb1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:04:56","corrente","sct-013","0.56"
"5a15113737a0a30484f96cb2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:01","corrente","sct-013","0.4"
"5a15113c37a0a30484f96cb3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:06","corrente","sct-013","0.35"
"5a15114137a0a30484f96cb4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:11","corrente","sct-013","0.42"
"5a15114637a0a30484f96cb5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:16","corrente","sct-013","0.38"
"5a15114b37a0a30484f96cb6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:22","corrente","sct-013","0.53"
"5a15115137a0a30484f96cb7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:27","corrente","sct-013","0.59"
"5a15115637a0a30484f96cb8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:32","corrente","sct-013","0.59"
"5a15115b37a0a30484f96cb9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:37","corrente","sct-013","0.39"
"5a15116037a0a30484f96cba","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:42","corrente","sct-013","0.36"
"5a15116537a0a30484f96cbb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:47","corrente","sct-013","0.55"
"5a15116a37a0a30484f96cbc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:53","corrente","sct-013","0.55"
"5a15117037a0a30484f96cbd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:05:58","corrente","sct-013","0.31"
"5a15117537a0a30484f96cbe","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:03","corrente","sct-013","0.47"
"5a15117a37a0a30484f96cbf","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:08","corrente","sct-013","0.59"
"5a15117f37a0a30484f96cc0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:13","corrente","sct-013","0.46"
"5a15118437a0a30484f96cc1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:19","corrente","sct-013","0.45"
"5a15118a37a0a30484f96cc2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:24","corrente","sct-013","0.6"
"5a15118f37a0a30484f96cc3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:29","corrente","sct-013","0.33"
"5a15119437a0a30484f96cc4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:34","corrente","sct-013","0.37"
"5a15119937a0a30484f96cc5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:39","corrente","sct-013","0.41"
"5a15119e37a0a30484f96cc6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:44","corrente","sct-013","0.47"
"5a1511a437a0a30484f96cc7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:50","corrente","sct-013","0.54"
"5a1511a937a0a30484f96cc8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:06:55","corrente","sct-013","0.44"
"5a1511ae37a0a30484f96cc9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:00","corrente","sct-013","0.59"
"5a1511b337a0a30484f96cca","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:05","corrente","sct-013","0.41"
"5a1511b837a0a30484f96ccb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:10","corrente","sct-013","0.53"
"5a1511bd37a0a30484f96ccc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:15","corrente","sct-013","0.6"
"5a1511c337a0a30484f96ccd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:21","corrente","sct-013","0.41"
"5a1511c837a0a30484f96cce","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:26","corrente","sct-013","0.3"
"5a1511cd37a0a30484f96ccf","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:31","corrente","sct-013","0.52"
"5a1511d237a0a30484f96cd0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:36","corrente","sct-013","0.48"
"5a1511d737a0a30484f96cd1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:41","corrente","sct-013","0.54"
"5a1511dc37a0a30484f96cd2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:47","corrente","sct-013","0.35"
"5a1511e237a0a30484f96cd3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:52","corrente","sct-013","0.34"
"5a1511e737a0a30484f96cd4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:07:57","corrente","sct-013","0.4"
"5a1511ec37a0a30484f96cd5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:02","corrente","sct-013","0.55"
"5a1511f137a0a30484f96cd6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:07","corrente","sct-013","0.4"
"5a1511f637a0a30484f96cd7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:12","corrente","sct-013","0.37"
"5a1511fb37a0a30484f96cd8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:18","corrente","sct-013","0.45"
"5a15120137a0a30484f96cd9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:23","corrente","sct-013","0.49"
"5a15120637a0a30484f96cda","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:28","corrente","sct-013","0.44"
"5a15120b37a0a30484f96cdb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:33","corrente","sct-013","0.5"
"5a15121037a0a30484f96cdc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:38","corrente","sct-013","0.51"
"5a15121537a0a30484f96cdd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:43","corrente","sct-013","0.36"
"5a15121a37a0a30484f96cde","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:49","corrente","sct-013","0.48"
"5a15122037a0a30484f96cdf","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:54","corrente","sct-013","0.56"
"5a15122537a0a30484f96ce0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:08:59","corrente","sct-013","0.48"
"5a15122a37a0a30484f96ce1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:04","corrente","sct-013","0.36"
"5a15122f37a0a30484f96ce2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:09","corrente","sct-013","0.57"
"5a15123437a0a30484f96ce3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:15","corrente","sct-013","0.57"
"5a15123a37a0a30484f96ce4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:20","corrente","sct-013","0.44"
"5a15123f37a0a30484f96ce5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:25","corrente","sct-013","0.52"
"5a15124437a0a30484f96ce6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:30","corrente","sct-013","0.39"
"5a15124937a0a30484f96ce7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:35","corrente","sct-013","0.33"
"5a15124e37a0a30484f96ce8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:40","corrente","sct-013","0.35"
"5a15125337a0a30484f96ce9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:46","corrente","sct-013","0.32"
"5a15125937a0a30484f96cea","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:51","corrente","sct-013","0.43"
"5a15125e37a0a30484f96ceb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:09:56","corrente","sct-013","0.49"
"5a15126337a0a30484f96cec","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:01","corrente","sct-013","0.58"
"5a15126837a0a30484f96ced","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:06","corrente","sct-013","0.32"
"5a15126d37a0a30484f96cee","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:11","corrente","sct-013","0.52"
"5a15127237a0a30484f96cef","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:17","corrente","sct-013","0.45"
"5a15127837a0a30484f96cf0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:22","corrente","sct-013","0.33"
"5a15127d37a0a30484f96cf1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:27","corrente","sct-013","0.47"
"5a15128237a0a30484f96cf2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:32","corrente","sct-013","0.54"
"5a15128737a0a30484f96cf3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:37","corrente","sct-013","0.31"
"5a15128c37a0a30484f96cf4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:42","corrente","sct-013","0.59"
"5a15129137a0a30484f96cf5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:48","corrente","sct-013","0.5"
"5a15129737a0a30484f96cf6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:53","corrente","sct-013","0.58"
"5a15129c37a0a30484f96cf7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:10:58","corrente","sct-013","0.45"
"5a1512a137a0a30484f96cf8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:03","corrente","sct-013","0.41"
"5a1512a637a0a30484f96cf9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:08","corrente","sct-013","0.58"
"5a1512ab37a0a30484f96cfa","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:14","corrente","sct-013","0.51"
"5a1512b137a0a30484f96cfb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:19","corrente","sct-013","0.34"
"5a1512b637a0a30484f96cfc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:24","corrente","sct-013","0.59"
"5a1512bb37a0a30484f96cfd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:29","corrente","sct-013","0.52"
"5a1512c037a0a30484f96cfe","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:34","corrente","sct-013","0.42"
"5a1512c537a0a30484f96cff","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:39","corrente","sct-013","0.33"
"5a1512cb37a0a30484f96d00","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:45","corrente","sct-013","0.4"
"5a1512d037a0a30484f96d01","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:50","corrente","sct-013","0.54"
"5a1512d537a0a30484f96d02","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:11:55","corrente","sct-013","0.42"
"5a1512da37a0a30484f96d03","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:00","corrente","sct-013","0.58"
"5a1512df37a0a30484f96d04","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:05","corrente","sct-013","0.43"
"5a1512e437a0a30484f96d05","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:11","corrente","sct-013","0.57"
"5a1512ea37a0a30484f96d06","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:16","corrente","sct-013","0.42"
"5a1512ef37a0a30484f96d07","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:21","corrente","sct-013","0.53"
"5a1512f437a0a30484f96d08","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:26","corrente","sct-013","0.4"
"5a1512f937a0a30484f96d09","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:31","corrente","sct-013","0.49"
"5a1512fe37a0a30484f96d0a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:36","corrente","sct-013","0.38"
"5a15130337a0a30484f96d0b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:42","corrente","sct-013","0.35"
"5a15130937a0a30484f96d0c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:47","corrente","sct-013","0.49"
"5a15130e37a0a30484f96d0d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:52","corrente","sct-013","0.57"
"5a15131337a0a30484f96d0e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:12:57","corrente","sct-013","0.49"
"5a15131837a0a30484f96d0f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:02","corrente","sct-013","0.46"
"5a15131d37a0a30484f96d10","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:07","corrente","sct-013","0.33"
"5a15132237a0a30484f96d11","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:13","corrente","sct-013","0.38"
"5a15132837a0a30484f96d12","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:18","corrente","sct-013","0.49"
"5a15132d37a0a30484f96d13","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:23","corrente","sct-013","0.39"
"5a15133237a0a30484f96d14","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:28","corrente","sct-013","0.4"
"5a15133737a0a30484f96d15","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:33","corrente","sct-013","0.56"
"5a15133c37a0a30484f96d16","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:39","corrente","sct-013","0.45"
"5a15134237a0a30484f96d17","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:44","corrente","sct-013","0.57"
"5a15134737a0a30484f96d18","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:49","corrente","sct-013","0.58"
"5a15134c37a0a30484f96d19","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:54","corrente","sct-013","0.33"
"5a15135137a0a30484f96d1a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:13:59","corrente","sct-013","0.45"
"5a15135637a0a30484f96d1b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:04","corrente","sct-013","0.55"
"5a15135c37a0a30484f96d1c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:10","corrente","sct-013","0.42"
"5a15136137a0a30484f96d1d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:15","corrente","sct-013","0.55"
"5a15136637a0a30484f96d1e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:20","corrente","sct-013","0.43"
"5a15136b37a0a30484f96d1f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:25","corrente","sct-013","0.44"
"5a15137037a0a30484f96d20","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:30","corrente","sct-013","0.36"
"5a15137537a0a30484f96d21","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:36","corrente","sct-013","0.45"
"5a15137b37a0a30484f96d22","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:41","corrente","sct-013","0.56"
"5a15138037a0a30484f96d23","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:46","corrente","sct-013","0.42"
"5a15138537a0a30484f96d24","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:51","corrente","sct-013","0.53"
"5a15138a37a0a30484f96d25","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:14:56","corrente","sct-013","0.37"
"5a15138f37a0a30484f96d26","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:01","corrente","sct-013","0.44"
"5a15139437a0a30484f96d27","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:07","corrente","sct-013","0.4"
"5a15139a37a0a30484f96d28","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:12","corrente","sct-013","0.41"
"5a15139f37a0a30484f96d29","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:17","corrente","sct-013","0.59"
"5a1513a437a0a30484f96d2a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:22","corrente","sct-013","0.34"
"5a1513a937a0a30484f96d2b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:27","corrente","sct-013","0.41"
"5a1513ae37a0a30484f96d2c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:32","corrente","sct-013","0.59"
"5a1513b337a0a30484f96d2d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:38","corrente","sct-013","0.34"
"5a1513b937a0a30484f96d2e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:43","corrente","sct-013","0.42"
"5a1513be37a0a30484f96d2f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:48","corrente","sct-013","0.51"
"5a1513c337a0a30484f96d30","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:53","corrente","sct-013","0.5"
"5a1513c837a0a30484f96d31","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:15:58","corrente","sct-013","0.46"
"5a1513cd37a0a30484f96d32","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:04","corrente","sct-013","0.33"
"5a1513d337a0a30484f96d33","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:09","corrente","sct-013","0.4"
"5a1513d837a0a30484f96d34","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:14","corrente","sct-013","0.59"
"5a1513dd37a0a30484f96d35","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:19","corrente","sct-013","0.38"
"5a1513e237a0a30484f96d36","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:24","corrente","sct-013","0.53"
"5a1513e737a0a30484f96d37","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:29","corrente","sct-013","0.51"
"5a1513ec37a0a30484f96d38","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:35","corrente","sct-013","0.39"
"5a1513f237a0a30484f96d39","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:40","corrente","sct-013","0.46"
"5a1513f737a0a30484f96d3a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:45","corrente","sct-013","0.51"
"5a1513fc37a0a30484f96d3b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:50","corrente","sct-013","0.45"
"5a15140137a0a30484f96d3c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:16:55","corrente","sct-013","0.56"
"5a15140637a0a30484f96d3d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:01","corrente","sct-013","0.33"
"5a15140c37a0a30484f96d3e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:06","corrente","sct-013","0.37"
"5a15141137a0a30484f96d3f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:11","corrente","sct-013","0.45"
"5a15141637a0a30484f96d40","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:16","corrente","sct-013","0.44"
"5a15141b37a0a30484f96d41","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:21","corrente","sct-013","0.32"
"5a15142037a0a30484f96d42","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:26","corrente","sct-013","0.53"
"5a15142537a0a30484f96d43","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:32","corrente","sct-013","0.39"
"5a15142b37a0a30484f96d44","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:37","corrente","sct-013","0.37"
"5a15143037a0a30484f96d45","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:42","corrente","sct-013","0.41"
"5a15143537a0a30484f96d46","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:47","corrente","sct-013","0.59"
"5a15143a37a0a30484f96d47","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:52","corrente","sct-013","0.53"
"5a15143f37a0a30484f96d48","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:17:57","corrente","sct-013","0.4"
"5a15144437a0a30484f96d49","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:03","corrente","sct-013","0.5"
"5a15144a37a0a30484f96d4a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:08","corrente","sct-013","0.41"
"5a15144f37a0a30484f96d4b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:13","corrente","sct-013","0.43"
"5a15145437a0a30484f96d4c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:18","corrente","sct-013","0.35"
"5a15145937a0a30484f96d4d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:23","corrente","sct-013","0.55"
"5a15145e37a0a30484f96d4e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:28","corrente","sct-013","0.3"
"5a15146337a0a30484f96d4f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:34","corrente","sct-013","0.56"
"5a15146937a0a30484f96d50","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:39","corrente","sct-013","0.48"
"5a15146e37a0a30484f96d51","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:44","corrente","sct-013","0.59"
"5a15147337a0a30484f96d52","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:49","corrente","sct-013","0.53"
"5a15147837a0a30484f96d53","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:54","corrente","sct-013","0.49"
"5a15147d37a0a30484f96d54","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","10:18:59","corrente","sct-013","0.53"
